customer_id,close_month,reason_code
6705,2023-09,Fees too high
4952,2024-05,Bereavement
4174,2024-07,Bereavement
7704,2024-08,Unknown
13347,2024-09,Fees too high
3613,2024-05,Fees too high
6519,2024-12,Unknown
2075,2024-08,Fees too high
972,2023-03,Fees too high
11884,2024-11,Fees too high
5995,2024-06,Unknown
1487,2022-07,Fees too high
21,2022-12,Poor service
3092,2023-09,Unhappy with perks
12606,2024-10,Unhappy with perks
7015,2024-03,Switched provider
1155,2024-09,Poor service
5006,2023-04,Unhappy with perks
1339,2023-03,Fees too high
4729,2025-01,Switched provider
849,2022-04,Unknown
10665,2024-07,Unhappy with perks
3344,2023-01,Moved abroad
9405,2024-03,Bereavement
5784,2024-03,Unhappy with perks
1102,2024-07,Unhappy with perks
14078,2024-11,Poor service
11395,2025-01,Poor service
10720,2024-05,Unknown
11651,2024-07,Switched provider
1972,2022-09,Unknown
6667,2023-08,Moved abroad
1792,2024-12,Unknown
4083,2023-11,Unknown
3449,2024-06,Switched provider
8731,2024-04,Fees too high
9335,2024-02,Poor service
6378,2024-09,Unhappy with perks
10033,2024-06,Fees too high
8640,2024-03,Fees too high
2340,2023-06,Fees too high
7315,2024-04,Fees too high
1842,2023-08,Poor service
2141,2022-10,Switched provider
2905,2022-11,Unknown
2539,2023-02,Poor service
5235,2024-03,Unknown
9185,2024-04,Poor service
9739,2024-09,Poor service
9015,2024-06,Fees too high
2819,2024-07,Fees too high
366,2022-04,Unknown
7129,2023-10,Unknown
1521,2024-03,Moved abroad
7529,2024-02,Unknown
8350,2024-05,Fees too high
2934,2023-04,Fees too high
1402,2022-06,Fees too high
6747,2024-01,Fees too high
2180,2023-02,Fees too high
3263,2024-10,Poor service
8555,2024-04,Fees too high
13014,2024-10,Poor service
14400,2024-12,Poor service
3399,2023-02,Fees too high
6033,2024-09,Switched provider
5870,2024-05,Poor service
4415,2023-11,Bereavement
3685,2024-10,Poor service
3608,2023-09,Unknown
9455,2024-03,Switched provider
2135,2023-02,Moved abroad
1493,2023-04,Fees too high
6198,2023-10,Unhappy with perks
6550,2023-09,Switched provider
12510,2024-10,Fees too high
7760,2024-03,Bereavement
8519,2024-02,Fees too high
11538,2024-12,Poor service
1052,2022-11,Unknown
9207,2024-03,Fees too high
4536,2024-07,Switched provider
386,2022-07,Unknown
6738,2023-10,Fees too high
3615,2024-02,Fees too high
83,2022-07,Poor service
6500,2024-07,Unhappy with perks
6571,2024-01,Fees too high
4942,2024-10,Moved abroad
2583,2024-02,Unknown
5310,2023-10,Fees too high
2373,2024-06,Fees too high
6903,2024-03,Fees too high
1459,2023-04,Unhappy with perks
371,2023-10,Poor service
6103,2023-10,Fees too high
8887,2024-08,Fees too high
1122,2022-05,Poor service
3719,2023-01,Switched provider
10647,2024-11,Fees too high
3558,2023-01,Fees too high
7224,2024-09,Unknown
10477,2024-11,Poor service
4207,2024-10,Poor service
8121,2023-11,Unhappy with perks
11604,2024-09,Poor service
2641,2022-10,Switched provider
7833,2024-12,Fees too high
8974,2024-02,Fees too high
10111,2024-08,Fees too high
12203,2025-01,Fees too high
12903,2024-09,Unhappy with perks
5687,2023-10,Switched provider
3191,2023-09,Fees too high
8254,2024-06,Fees too high
5955,2023-07,Fees too high
5661,2023-06,Poor service
2006,2024-07,Fees too high
5359,2024-09,Fees too high
8668,2024-07,Poor service
9840,2024-04,Poor service
2165,2024-08,Unknown
12477,2024-11,Fees too high
4026,2023-10,Fees too high
7496,2024-01,Unhappy with perks
3168,2024-02,Fees too high
11232,2024-08,Poor service
4247,2024-01,Switched provider
11011,2024-09,Moved abroad
11239,2024-09,Fees too high
11542,2024-09,Poor service
2445,2022-09,Fees too high
463,2023-04,Fees too high
85,2023-10,Unhappy with perks
5066,2023-12,Poor service
6303,2024-11,Fees too high
180,2024-12,Unhappy with perks
7560,2024-12,Unknown
5208,2023-07,Switched provider
3537,2023-08,Switched provider
1663,2023-09,Fees too high
4707,2023-07,Fees too high
3481,2024-09,Switched provider
3371,2023-05,Unknown
4585,2023-04,Poor service
4040,2024-01,Unhappy with perks
9513,2024-06,Fees too high
2540,2023-04,Fees too high
201,2022-11,Bereavement
10491,2024-08,Poor service
15678,2025-01,Unknown
14446,2024-12,Switched provider
3999,2024-08,Unknown
7774,2024-05,Fees too high
5229,2023-11,Fees too high
2404,2023-01,Poor service
6187,2024-12,Poor service
6805,2024-02,Fees too high
627,2022-10,Bereavement
5080,2024-05,Switched provider
12789,2024-09,Fees too high
1316,2022-07,Poor service
3535,2023-02,Fees too high
3602,2023-07,Fees too high
3770,2024-01,Moved abroad
5850,2023-12,Fees too high
4189,2023-11,Moved abroad
7618,2023-10,Poor service
5512,2024-10,Fees too high
8619,2024-12,Fees too high
213,2023-02,Fees too high
1065,2022-09,Fees too high
4760,2023-10,Poor service
12071,2025-01,Fees too high
11699,2024-12,Fees too high
2513,2023-10,Poor service
14523,2024-12,Fees too high
841,2022-06,Unknown
54,2022-02,Switched provider
3654,2023-11,Unknown
6875,2024-09,Fees too high
3655,2024-08,Fees too high
807,2022-08,Poor service
1,2022-07,Switched provider
13949,2024-11,Unknown
10294,2024-10,Fees too high
3487,2024-07,Poor service
1012,2024-01,Poor service
2814,2023-04,Fees too high
12398,2024-12,Fees too high
3104,2023-12,Bereavement
5484,2024-07,Poor service
3670,2024-08,Fees too high
1872,2022-09,Fees too high
6208,2023-11,Poor service
11502,2024-07,Fees too high
12202,2024-08,Poor service
10192,2025-01,Fees too high
3296,2024-11,Fees too high
1428,2023-01,Unknown
11797,2024-07,Fees too high
10746,2024-05,Fees too high
7353,2024-05,Switched provider
3907,2024-11,Poor service
692,2024-11,Switched provider
427,2022-05,Unknown
14216,2024-11,Unknown
6486,2024-11,Poor service
5519,2024-12,Fees too high
5646,2023-10,Switched provider
1672,2022-08,Unknown
4663,2023-03,Poor service
13772,2024-12,Unknown
11670,2024-06,Switched provider
13451,2025-01,Switched provider
3213,2023-02,Poor service
7018,2023-09,Unknown
6078,2024-05,Poor service
4951,2024-11,Unknown
8044,2024-08,Switched provider
8340,2024-04,Switched provider
6159,2024-10,Poor service
656,2024-03,Poor service
4238,2023-05,Fees too high
7816,2024-06,Fees too high
8675,2024-06,Switched provider
6858,2023-11,Poor service
749,2022-05,Unknown
8581,2024-11,Unknown
124,2024-02,Switched provider
3321,2023-01,Switched provider
478,2023-09,Switched provider
760,2023-08,Poor service
909,2024-10,Switched provider
3649,2023-11,Fees too high
249,2022-02,Fees too high
3283,2024-06,Unknown
1858,2022-08,Switched provider
3327,2022-12,Fees too high
6456,2024-09,Moved abroad
5193,2023-05,Fees too high
5768,2023-10,Switched provider
6269,2023-12,Unhappy with perks
3808,2023-04,Unknown
5640,2023-12,Fees too high
4796,2023-07,Switched provider
3136,2023-09,Poor service
935,2022-07,Moved abroad
5385,2023-10,Fees too high
7467,2024-01,Fees too high
738,2022-10,Fees too high
8232,2024-02,Unhappy with perks
978,2023-04,Fees too high
11689,2024-07,Fees too high
9046,2024-11,Moved abroad
6155,2023-07,Fees too high
7819,2023-11,Poor service
7368,2024-02,Fees too high
3080,2023-06,Fees too high
5816,2023-07,Bereavement
12453,2024-08,Poor service
549,2022-06,Poor service
2624,2024-01,Fees too high
7935,2024-01,Fees too high
1022,2022-12,Moved abroad
11694,2024-06,Fees too high
8634,2024-11,Fees too high
8010,2023-11,Fees too high
2092,2024-05,Poor service
446,2023-04,Unknown
1724,2022-07,Moved abroad
7689,2023-10,Fees too high
1161,2023-04,Switched provider
1759,2023-02,Fees too high
6137,2024-01,Fees too high
6922,2024-12,Switched provider
8231,2024-08,Unknown
12961,2024-09,Unknown
2799,2024-09,Unknown
12041,2024-09,Moved abroad
7735,2023-11,Unknown
11834,2024-11,Fees too high
8081,2024-09,Switched provider
159,2022-05,Switched provider
1933,2022-10,Switched provider
4328,2024-09,Poor service
812,2023-06,Fees too high
2063,2022-09,Fees too high
1958,2023-11,Fees too high
9223,2024-07,Fees too high
3652,2023-02,Poor service
10462,2024-04,Unknown
5206,2023-10,Fees too high
1880,2023-04,Fees too high
2776,2022-10,Fees too high
10513,2024-06,Poor service
2703,2022-11,Unknown
3204,2023-05,Poor service
12054,2025-01,Fees too high
4543,2024-11,Unhappy with perks
6821,2024-10,Switched provider
1788,2023-07,Poor service
2960,2024-03,Fees too high
3032,2023-03,Poor service
8451,2025-01,Poor service
9583,2025-01,Unknown
1364,2024-12,Unknown
4471,2023-11,Fees too high
1870,2022-11,Switched provider
8288,2024-10,Unknown
7540,2024-10,Fees too high
11526,2024-08,Switched provider
7349,2023-11,Moved abroad
10227,2024-05,Unknown
9679,2024-05,Fees too high
11836,2024-08,Fees too high
7187,2024-01,Moved abroad
12958,2024-11,Fees too high
2124,2023-02,Poor service
4778,2023-06,Fees too high
45,2022-08,Unknown
12322,2025-01,Switched provider
2250,2023-02,Moved abroad
4684,2024-06,Switched provider
3680,2023-01,Fees too high
9885,2024-09,Fees too high
2182,2022-11,Fees too high
9849,2024-04,Poor service
3534,2024-10,Fees too high
528,2024-02,Unknown
880,2022-09,Fees too high
2424,2025-01,Unhappy with perks
12444,2024-08,Poor service
10110,2024-06,Poor service
4330,2024-02,Fees too high
10298,2024-06,Fees too high
8987,2024-07,Fees too high
9698,2024-06,Switched provider
3584,2023-01,Fees too high
2789,2023-08,Poor service
3020,2023-09,Fees too high
144,2022-03,Unknown
3462,2024-04,Unhappy with perks
13423,2025-01,Moved abroad
7428,2023-10,Moved abroad
4818,2024-07,Fees too high
7573,2024-09,Switched provider
3208,2023-10,Poor service
4192,2023-03,Poor service
4691,2023-07,Poor service
4864,2023-04,Poor service
11899,2025-01,Fees too high
4701,2023-10,Fees too high
13487,2024-12,Unknown
11661,2024-09,Unknown
9975,2024-03,Poor service
4302,2023-05,Fees too high
6834,2024-10,Poor service
9945,2024-11,Poor service
7663,2024-07,Unhappy with perks
11712,2024-08,Bereavement
2777,2023-01,Fees too high
3567,2023-06,Unknown
379,2022-03,Unhappy with perks
14820,2024-12,Switched provider
13656,2024-11,Fees too high
13977,2024-11,Switched provider
6996,2023-10,Unknown
10487,2025-01,Bereavement
4673,2023-12,Unhappy with perks
4828,2023-10,Fees too high
1123,2023-12,Fees too high
4775,2023-10,Unknown
7750,2024-05,Poor service
12935,2024-12,Switched provider
479,2022-04,Unknown
7719,2024-03,Unknown
2698,2022-12,Poor service
4696,2024-02,Unhappy with perks
11278,2024-08,Fees too high
15065,2025-01,Switched provider
10144,2024-07,Fees too high
7587,2024-08,Moved abroad
15383,2025-01,Fees too high
3402,2022-12,Fees too high
1550,2025-01,Unknown
5210,2023-07,Switched provider
4595,2023-05,Switched provider
9997,2024-03,Unknown
6889,2024-09,Unknown
2495,2022-11,Fees too high
5461,2023-12,Poor service
7506,2023-10,Switched provider
384,2023-11,Unknown
9401,2024-03,Unhappy with perks
9094,2024-10,Switched provider
13637,2024-11,Fees too high
5337,2023-07,Unhappy with perks
14009,2024-12,Fees too high
12014,2024-07,Unhappy with perks
1197,2024-02,Poor service
9210,2024-07,Unknown
6045,2023-08,Poor service
12392,2024-08,Bereavement
1602,2022-12,Fees too high
4548,2023-07,Fees too high
13535,2024-10,Fees too high
8735,2024-04,Switched provider
11736,2025-01,Switched provider
12771,2025-01,Fees too high
11904,2024-07,Fees too high
13280,2024-09,Fees too high
5035,2023-05,Bereavement
8257,2024-05,Unknown
3161,2023-01,Poor service
10866,2024-05,Poor service
9411,2024-03,Fees too high
2407,2023-01,Bereavement
11818,2024-12,Poor service
182,2023-02,Poor service
4924,2024-03,Unknown
7995,2024-12,Switched provider
1136,2022-05,Fees too high
12490,2024-10,Unknown
1914,2024-01,Fees too high
225,2022-07,Unknown
10735,2024-10,Unknown
4186,2024-07,Fees too high
36,2022-11,Switched provider
12430,2024-12,Switched provider
7647,2023-10,Fees too high
2008,2023-02,Fees too high
7452,2023-10,Poor service
12894,2024-09,Fees too high
6508,2024-05,Moved abroad
2937,2022-12,Poor service
6743,2023-10,Fees too high
2107,2025-01,Unhappy with perks
2739,2024-12,Fees too high
3357,2023-03,Switched provider
2183,2024-05,Moved abroad
7585,2024-02,Poor service
10170,2024-10,Poor service
6219,2023-10,Poor service
753,2024-05,Unknown
9950,2024-04,Unknown
3374,2023-12,Unknown
8755,2024-01,Fees too high
8414,2024-01,Poor service
2753,2023-06,Poor service
2666,2024-03,Unhappy with perks
8656,2024-10,Unknown
3911,2023-05,Bereavement
990,2023-10,Fees too high
8114,2024-02,Unknown
8661,2024-08,Unhappy with perks
6810,2023-12,Poor service
5027,2023-08,Switched provider
7902,2023-12,Fees too high
12372,2024-12,Poor service
7620,2025-01,Poor service
986,2022-06,Switched provider
234,2024-07,Switched provider
6951,2024-03,Switched provider
8562,2024-03,Switched provider
7546,2024-11,Fees too high
4903,2023-10,Fees too high
11256,2024-12,Fees too high
6122,2024-04,Switched provider
6074,2023-09,Bereavement
11392,2024-10,Poor service
6294,2023-07,Fees too high
4709,2023-03,Moved abroad
4578,2023-05,Fees too high
2253,2024-06,Fees too high
15689,2025-01,Poor service
11205,2024-08,Moved abroad
3736,2023-04,Moved abroad
1639,2023-07,Fees too high
9153,2024-03,Switched provider
5905,2023-10,Fees too high
5791,2024-01,Switched provider
9037,2024-07,Switched provider
804,2023-07,Switched provider
3451,2022-12,Fees too high
12195,2024-12,Fees too high
8283,2024-02,Unknown
2415,2023-03,Fees too high
8620,2024-02,Poor service
1938,2024-01,Fees too high
4198,2024-12,Unknown
8349,2024-06,Unhappy with perks
8597,2024-06,Fees too high
1350,2022-09,Switched provider
7462,2023-11,Switched provider
7562,2023-12,Unknown
9585,2024-03,Unhappy with perks
6936,2025-01,Fees too high
5730,2023-11,Fees too high
3623,2023-02,Fees too high
3729,2023-02,Poor service
1573,2022-11,Poor service
3475,2024-05,Unhappy with perks
3074,2024-12,Poor service
5946,2023-06,Poor service
8322,2024-06,Unknown
259,2024-08,Fees too high
7389,2023-11,Fees too high
2414,2023-08,Switched provider
10918,2024-06,Moved abroad
3429,2023-05,Switched provider
7866,2024-08,Fees too high
6379,2023-08,Moved abroad
9498,2024-10,Unhappy with perks
11043,2024-08,Unknown
364,2023-01,Poor service
1779,2023-02,Fees too high
6311,2023-07,Fees too high
726,2024-02,Poor service
8083,2024-07,Poor service
2072,2022-08,Switched provider
11171,2024-09,Unhappy with perks
4666,2024-06,Fees too high
4969,2023-05,Switched provider
7790,2024-03,Unknown
9497,2024-09,Unhappy with perks
4626,2024-07,Unknown
9757,2025-01,Fees too high
7089,2023-11,Moved abroad
11299,2024-06,Switched provider
3183,2022-11,Unhappy with perks
9799,2024-12,Unknown
4404,2024-05,Fees too high
6671,2023-08,Switched provider
6160,2023-07,Poor service
1310,2024-02,Fees too high
1166,2022-08,Switched provider
9097,2024-03,Switched provider
1257,2022-07,Fees too high
8809,2024-01,Switched provider
4786,2023-09,Fees too high
3180,2022-11,Fees too high
988,2022-08,Bereavement
12729,2024-11,Unknown
1280,2022-11,Fees too high
6763,2024-02,Fees too high
7693,2024-08,Switched provider
9350,2024-03,Fees too high
2281,2022-11,Poor service
12293,2024-10,Poor service
3285,2023-11,Unhappy with perks
6206,2023-11,Fees too high
2233,2022-10,Fees too high
6214,2024-01,Fees too high
7637,2023-12,Fees too high
3732,2024-05,Switched provider
30,2024-07,Unknown
14409,2024-11,Unknown
8346,2024-04,Fees too high
8096,2024-06,Fees too high
8804,2025-01,Unhappy with perks
938,2024-11,Switched provider
1252,2024-09,Poor service
9530,2024-04,Unknown
2168,2023-03,Moved abroad
1249,2022-12,Switched provider
2810,2023-04,Switched provider
109,2024-09,Bereavement
5622,2023-08,Unknown
686,2022-12,Switched provider
6218,2024-02,Switched provider
11560,2024-07,Poor service
4720,2024-06,Unknown
2643,2024-03,Fees too high
593,2023-03,Fees too high
9976,2024-03,Fees too high
10940,2024-06,Fees too high
11592,2024-07,Unhappy with perks
13063,2024-10,Unknown
6351,2023-12,Fees too high
3100,2022-11,Fees too high
9777,2024-04,Fees too high
11258,2024-09,Fees too high
11128,2024-08,Fees too high
12509,2024-09,Switched provider
433,2023-05,Fees too high
3033,2023-04,Switched provider
521,2023-09,Fees too high
7643,2024-02,Poor service
6797,2024-05,Fees too high
3059,2023-05,Fees too high
8513,2024-06,Bereavement
3026,2022-12,Fees too high
1558,2023-04,Bereavement
1697,2023-08,Fees too high
4191,2023-03,Fees too high
14300,2024-11,Fees too high
10288,2024-08,Poor service
6681,2024-06,Unhappy with perks
6794,2023-08,Switched provider
6865,2023-10,Switched provider
15645,2025-01,Unknown
1538,2024-07,Fees too high
4413,2025-01,Poor service
6995,2023-09,Bereavement
4743,2023-10,Unknown
4597,2023-12,Unknown
3373,2023-04,Poor service
2891,2023-11,Unhappy with perks
4892,2023-06,Switched provider
6560,2023-09,Fees too high
4682,2024-03,Poor service
344,2024-11,Poor service
5584,2024-05,Switched provider
2933,2024-10,Switched provider
2692,2024-05,Switched provider
1589,2022-11,Unhappy with perks
1956,2022-08,Fees too high
7483,2025-01,Poor service
13841,2024-11,Switched provider
8443,2024-12,Fees too high
4634,2023-08,Unknown
4521,2023-04,Unknown
568,2022-09,Fees too high
9919,2024-08,Unknown
14713,2025-01,Unknown
7026,2023-12,Poor service
10485,2024-10,Switched provider
288,2024-12,Unhappy with perks
13871,2025-01,Poor service
3106,2022-11,Switched provider
9178,2024-03,Moved abroad
1392,2022-06,Moved abroad
1804,2022-11,Unhappy with perks
3703,2024-08,Unhappy with perks
1216,2022-10,Poor service
2781,2023-11,Poor service
13616,2024-11,Poor service
6845,2023-08,Unknown
13374,2024-10,Poor service
6472,2024-02,Switched provider
4680,2023-06,Switched provider
9980,2024-07,Fees too high
8236,2024-06,Switched provider
9132,2024-05,Moved abroad
4481,2023-06,Bereavement
8403,2024-03,Bereavement
9730,2024-03,Unhappy with perks
4678,2023-03,Unknown
7054,2023-12,Poor service
6861,2023-10,Poor service
1507,2022-11,Switched provider
4698,2023-03,Switched provider
6411,2024-07,Poor service
1137,2023-05,Fees too high
11678,2024-07,Fees too high
2556,2024-10,Moved abroad
1421,2024-11,Fees too high
5383,2023-06,Fees too high
3030,2022-11,Fees too high
42,2023-04,Bereavement
11473,2024-07,Fees too high
9212,2024-03,Moved abroad
4281,2024-07,Unhappy with perks
8788,2025-01,Moved abroad
3316,2022-12,Fees too high
1890,2022-08,Poor service
1889,2023-09,Fees too high
6531,2025-01,Switched provider
3464,2024-09,Bereavement
1581,2023-09,Switched provider
8591,2024-01,Bereavement
106,2022-04,Switched provider
18,2023-02,Poor service
9344,2024-10,Fees too high
8517,2024-05,Fees too high
10624,2024-10,Fees too high
1162,2023-05,Poor service
1050,2022-09,Unknown
10047,2024-06,Fees too high
473,2022-05,Poor service
7501,2024-09,Unknown
13545,2024-12,Moved abroad
14044,2024-11,Switched provider
2306,2022-09,Fees too high
4972,2024-03,Fees too high
9872,2024-09,Switched provider
5054,2023-11,Fees too high
1148,2022-11,Poor service
15374,2025-01,Switched provider
13854,2024-11,Fees too high
4446,2023-10,Fees too high
7180,2023-11,Unknown
8756,2024-07,Fees too high
8785,2024-08,Fees too high
3743,2024-04,Fees too high
14380,2024-11,Switched provider
9930,2024-06,Poor service
163,2022-06,Poor service
5952,2023-07,Fees too high
12593,2024-08,Unknown
1081,2022-09,Bereavement
3737,2023-07,Moved abroad
248,2022-04,Poor service
114,2022-10,Poor service
10207,2024-04,Switched provider
8426,2024-02,Poor service
15619,2025-01,Unknown
2546,2023-08,Fees too high
12985,2025-01,Bereavement
7207,2024-09,Moved abroad
721,2024-05,Poor service
7658,2024-04,Unhappy with perks
6558,2023-11,Moved abroad
4392,2024-02,Unknown
2081,2022-10,Poor service
7785,2023-11,Unknown
8249,2024-03,Switched provider
336,2022-07,Unknown
903,2022-05,Unknown
9028,2024-07,Poor service
2144,2024-11,Bereavement
6417,2024-06,Poor service
4384,2023-09,Poor service
799,2022-07,Fees too high
5028,2024-05,Fees too high
618,2022-05,Unknown
12304,2024-10,Switched provider
12508,2024-10,Unknown
9512,2024-02,Poor service
12131,2024-07,Unhappy with perks
7285,2023-09,Switched provider
7008,2023-12,Poor service
1295,2023-05,Fees too high
8866,2024-10,Fees too high
15231,2025-01,Unknown
12354,2024-08,Fees too high
130,2023-09,Unknown
7306,2024-09,Bereavement
10937,2024-05,Poor service
6803,2023-09,Fees too high
2894,2024-03,Poor service
12149,2024-08,Poor service
3108,2023-02,Unknown
3869,2024-03,Unhappy with perks
954,2022-10,Fees too high
15467,2025-01,Unknown
9260,2024-05,Poor service
399,2022-03,Poor service
13758,2024-11,Bereavement
13048,2024-10,Unknown
1378,2023-10,Unknown
2101,2023-02,Unknown
13626,2024-11,Poor service
1146,2023-10,Moved abroad
4650,2025-01,Poor service
7797,2024-03,Poor service
11779,2024-08,Fees too high
12475,2024-08,Switched provider
5867,2023-12,Fees too high
12512,2024-12,Moved abroad
9907,2024-10,Poor service
1286,2023-11,Poor service
5133,2024-06,Fees too high
4593,2024-07,Fees too high
7120,2023-09,Fees too high
9581,2024-07,Poor service
4853,2023-09,Fees too high
7127,2023-09,Fees too high
5513,2023-11,Switched provider
1474,2024-02,Unhappy with perks
2817,2023-12,Unhappy with perks
5728,2023-11,Fees too high
13274,2025-01,Poor service
5578,2023-12,Switched provider
14003,2024-11,Bereavement
6911,2023-11,Switched provider
8693,2024-01,Unknown
913,2023-10,Fees too high
3197,2023-05,Fees too high
10793,2024-09,Unhappy with perks
4893,2023-05,Unknown
4080,2024-11,Switched provider
2962,2022-11,Unknown
5111,2023-06,Poor service
240,2022-09,Poor service
2176,2023-04,Switched provider
904,2023-04,Fees too high
13610,2024-10,Switched provider
953,2023-05,Fees too high
13695,2025-01,Bereavement
12287,2024-12,Poor service
7002,2024-02,Poor service
58,2023-01,Fees too high
2873,2024-05,Switched provider
1114,2022-06,Moved abroad
12312,2024-12,Unhappy with perks
4550,2024-04,Poor service
8829,2024-04,Unknown
2067,2023-02,Switched provider
10547,2024-04,Fees too high
12500,2024-10,Fees too high
10346,2024-08,Poor service
8098,2024-09,Fees too high
8301,2024-06,Fees too high
6501,2023-11,Switched provider
10049,2024-05,Fees too high
4958,2023-09,Poor service
10570,2024-07,Fees too high
1802,2024-12,Fees too high
9026,2024-07,Switched provider
7924,2024-08,Fees too high
5436,2023-10,Poor service
13814,2024-11,Switched provider
4728,2023-12,Poor service
12703,2024-08,Fees too high
13581,2024-11,Fees too high
5022,2024-01,Fees too high
1957,2023-02,Fees too high
10824,2024-06,Poor service
9135,2024-11,Unknown
2644,2023-09,Moved abroad
11209,2025-01,Unknown
15,2022-02,Fees too high
1064,2022-08,Bereavement
5802,2023-08,Fees too high
14022,2025-01,Fees too high
3831,2023-02,Poor service
1282,2023-02,Unknown
7831,2024-08,Poor service
9948,2024-06,Fees too high
11957,2024-12,Unknown
874,2022-05,Fees too high
8710,2024-07,Switched provider
10651,2024-11,Switched provider
5152,2023-05,Poor service
1637,2024-10,Unhappy with perks
12053,2024-07,Poor service
8409,2024-05,Unknown
8909,2024-02,Poor service
2296,2024-06,Unknown
8994,2024-07,Fees too high
8314,2024-02,Switched provider
401,2022-10,Switched provider
4210,2024-07,Unhappy with perks
959,2023-04,Unknown
10588,2024-12,Switched provider
4600,2023-08,Moved abroad
8080,2023-12,Unknown
365,2022-09,Switched provider
4703,2023-05,Fees too high
1150,2024-11,Fees too high
8646,2025-01,Moved abroad
2951,2022-11,Unknown
755,2023-06,Moved abroad
15342,2025-01,Switched provider
989,2023-09,Poor service
4224,2024-08,Fees too high
6885,2024-11,Unknown
2387,2023-12,Fees too high
2265,2024-10,Moved abroad
6852,2024-05,Unhappy with perks
9196,2025-01,Poor service
5765,2024-02,Poor service
2683,2023-06,Fees too high
12550,2024-11,Fees too high
10183,2024-06,Unknown
11649,2024-09,Unknown
2721,2023-08,Switched provider
10695,2024-06,Fees too high
7710,2024-11,Fees too high
3992,2023-10,Fees too high
10296,2024-06,Poor service
2139,2022-10,Switched provider
649,2024-11,Fees too high
11506,2024-07,Switched provider
7830,2024-05,Fees too high
6077,2025-01,Poor service
2017,2023-06,Fees too high
4072,2023-06,Fees too high
11496,2024-09,Fees too high
1785,2023-02,Poor service
838,2024-05,Fees too high
5074,2023-06,Moved abroad
2525,2022-11,Fees too high
12116,2024-09,Bereavement
11510,2024-10,Poor service
489,2023-09,Unknown
8515,2024-03,Moved abroad
7872,2023-12,Unknown
718,2023-02,Moved abroad
2710,2023-08,Fees too high
715,2022-08,Unknown
4635,2023-11,Poor service
238,2023-07,Poor service
3968,2023-07,Fees too high
1101,2024-08,Switched provider
3112,2023-08,Moved abroad
5575,2023-06,Switched provider
5544,2023-09,Poor service
2704,2023-04,Fees too high
10071,2024-06,Switched provider
10982,2025-01,Unknown
5041,2023-10,Poor service
6270,2024-01,Unhappy with perks
7371,2024-04,Unknown
820,2022-11,Switched provider
982,2023-08,Unknown
9766,2024-03,Unknown
13402,2024-10,Poor service
11404,2024-09,Unknown
3954,2024-06,Poor service
2178,2023-06,Switched provider
1859,2022-08,Poor service
11570,2024-09,Fees too high
3114,2024-11,Poor service
2898,2023-04,Fees too high
815,2024-11,Moved abroad
2918,2023-01,Unhappy with perks
5033,2023-12,Unknown
2823,2023-09,Switched provider
7211,2023-12,Poor service
6750,2024-05,Fees too high
11622,2024-12,Poor service
11019,2024-07,Fees too high
5446,2023-06,Fees too high
13,2023-07,Switched provider
8528,2024-12,Fees too high
1473,2022-06,Unknown
14698,2024-12,Switched provider
6926,2024-04,Fees too high
5563,2023-12,Fees too high
3891,2023-12,Switched provider
6600,2024-03,Unknown
10662,2024-11,Poor service
1363,2023-04,Poor service
1374,2022-12,Switched provider
3544,2023-05,Fees too high
10500,2025-01,Poor service
1347,2022-12,Switched provider
3882,2023-01,Poor service
654,2022-06,Unknown
681,2023-01,Poor service
5417,2023-09,Fees too high
8834,2024-01,Poor service
3846,2023-03,Poor service
3200,2024-04,Unhappy with perks
14270,2024-11,Switched provider
3661,2023-05,Switched provider
12983,2024-10,Poor service
12419,2024-12,Poor service
3018,2023-11,Switched provider
2337,2024-09,Switched provider
11387,2024-08,Fees too high
2758,2024-11,Bereavement
4009,2023-10,Unhappy with perks
7855,2024-07,Unknown
756,2022-06,Fees too high
8564,2024-08,Poor service
12495,2025-01,Moved abroad
9809,2024-03,Fees too high
1371,2022-12,Unhappy with perks
3950,2023-06,Fees too high
12217,2025-01,Unknown
4804,2023-05,Unknown
1153,2022-07,Poor service
860,2024-12,Switched provider
9580,2024-12,Unhappy with perks
13651,2024-10,Poor service
7812,2024-11,Fees too high
8204,2025-01,Poor service
9796,2024-10,Unknown
8481,2023-12,Moved abroad
3702,2023-07,Fees too high
9463,2024-02,Fees too high
11158,2024-06,Unknown
3777,2023-01,Poor service
7572,2024-01,Switched provider
421,2023-01,Unknown
4494,2023-07,Moved abroad
3488,2024-03,Switched provider
7397,2023-11,Unknown
4999,2023-08,Switched provider
13361,2024-11,Fees too high
9640,2025-01,Fees too high
5856,2024-12,Fees too high
10796,2024-06,Fees too high
1096,2023-10,Poor service
15344,2025-01,Fees too high
46,2024-04,Poor service
9967,2024-06,Fees too high
5862,2023-12,Fees too high
2804,2025-01,Switched provider
7400,2025-01,Poor service
11130,2024-05,Moved abroad
9526,2024-02,Poor service
6573,2024-11,Unhappy with perks
4887,2023-10,Switched provider
9111,2024-01,Switched provider
3190,2024-06,Unknown
6361,2024-09,Poor service
4317,2024-03,Moved abroad
1598,2023-09,Poor service
3158,2024-02,Fees too high
4043,2024-04,Poor service
7893,2023-11,Moved abroad
795,2023-01,Unknown
1206,2022-12,Fees too high
585,2022-09,Unknown
2719,2023-01,Fees too high
9593,2024-08,Bereavement
5866,2023-11,Poor service
7289,2024-09,Switched provider
8264,2023-12,Moved abroad
