customer_id,promo,channel,region,age_band,tier_at_join,tenure,reason_code,promo_group
2623,True,Branch,North,25-34,Silver,8,Fees too high,Joined on promo
2624,False,Online,South East,45-54,Gold,16,Fees too high,No promo
2626,True,Comparison Site,Wales & NI,18-24,Classic,7,Fees too high,Joined on promo
2631,True,Outbound,Midlands,45-54,Silver,1,Fees too high,Joined on promo
2634,True,Comparison Site,London,25-34,Gold,3,Fees too high,Joined on promo
2641,False,Comparison Site,London,25-34,Gold,1,Switched provider,No promo
2643,False,Online,South East,25-34,Silver,18,Fees too high,No promo
2644,True,Comparison Site,North,65+,Silver,12,Moved abroad,Joined on promo
2647,True,Comparison Site,Scotland,55-64,Classic,9,Fees too high,Joined on promo
2648,False,Outbound,London,35-44,Silver,11,Poor service,No promo
2651,False,Online,North,65+,Gold,17,Unhappy with perks,No promo
2656,False,Comparison Site,South East,45-54,Classic,1,Fees too high,No promo
2665,True,Comparison Site,London,35-44,Gold,25,Bereavement,Joined on promo
2666,False,Outbound,London,35-44,Gold,18,Unhappy with perks,No promo
2669,True,Online,North,18-24,Silver,7,Fees too high,Joined on promo
2674,False,Comparison Site,North,25-34,Classic,3,Unknown,No promo
2681,False,Branch,London,25-34,Silver,27,Unknown,No promo
2683,False,Broker/IFA,South East,65+,Silver,9,Fees too high,No promo
2686,False,Outbound,South East,45-54,Silver,10,Unhappy with perks,No promo
2687,False,Branch,Wales & NI,25-34,Classic,9,Poor service,No promo
2692,False,Online,Scotland,18-24,Silver,20,Switched provider,No promo
2694,False,Online,London,65+,Classic,9,Switched provider,No promo
2698,True,Online,South East,35-44,Classic,3,Poor service,Joined on promo
2700,True,Comparison Site,Wales & NI,55-64,Classic,3,Fees too high,Joined on promo
2702,False,Comparison Site,Midlands,35-44,Classic,1,Unknown,No promo
2703,False,Outbound,London,35-44,Platinum,2,Unknown,No promo
2704,True,Outbound,London,18-24,Silver,7,Fees too high,Joined on promo
2709,True,Comparison Site,Midlands,65+,Classic,22,Moved abroad,Joined on promo
2710,False,Comparison Site,London,18-24,Classic,11,Fees too high,No promo
2712,False,Online,London,18-24,Classic,9,Poor service,No promo
2716,True,Comparison Site,London,55-64,Classic,17,Fees too high,Joined on promo
2719,True,Outbound,South East,25-34,Silver,4,Fees too high,Joined on promo
2721,True,Comparison Site,North,55-64,Gold,11,Switched provider,Joined on promo
2722,True,Outbound,London,35-44,Gold,20,Fees too high,Joined on promo
2723,True,Online,North,35-44,Silver,26,Fees too high,Joined on promo
2725,False,Referral,London,35-44,Classic,16,Bereavement,No promo
2726,True,Comparison Site,North,65+,Classic,5,Switched provider,Joined on promo
2728,True,Online,Midlands,65+,Classic,10,Unknown,Joined on promo
2729,True,Comparison Site,North,25-34,Classic,26,Fees too high,Joined on promo
2730,False,Online,North,35-44,Silver,12,Unknown,No promo
2733,True,Comparison Site,Scotland,55-64,Silver,7,Fees too high,Joined on promo
2739,True,Comparison Site,South East,45-54,Classic,27,Fees too high,Joined on promo
2741,False,Comparison Site,South East,35-44,Gold,2,Poor service,No promo
2745,False,Outbound,North,25-34,Classic,24,Poor service,No promo
2750,True,Online,Midlands,35-44,Silver,2,Fees too high,Joined on promo
2753,False,Outbound,Midlands,25-34,Silver,9,Poor service,No promo
2754,True,Comparison Site,Midlands,35-44,Classic,17,Switched provider,Joined on promo
2756,True,Comparison Site,Midlands,35-44,Classic,11,Fees too high,Joined on promo
2758,False,Branch,Scotland,65+,Classic,26,Bereavement,No promo
2760,False,Online,London,65+,Classic,21,Unknown,No promo
2764,True,Outbound,London,18-24,Silver,21,Unknown,Joined on promo
2776,True,Outbound,North,25-34,Gold,1,Fees too high,Joined on promo
2777,True,Outbound,Wales & NI,45-54,Classic,4,Fees too high,Joined on promo
2780,True,Outbound,London,45-54,Gold,25,Fees too high,Joined on promo
2781,False,Branch,Midlands,35-44,Silver,14,Poor service,No promo
2783,True,Comparison Site,South East,45-54,Silver,1,Unknown,Joined on promo
2784,False,Online,London,45-54,Silver,11,Unknown,No promo
2789,False,Online,London,45-54,Classic,11,Poor service,No promo
2795,False,Comparison Site,Midlands,25-34,Classic,17,Fees too high,No promo
2799,True,Comparison Site,South East,45-54,Silver,24,Unknown,Joined on promo
2801,True,Comparison Site,North,25-34,Classic,5,Poor service,Joined on promo
2802,True,Outbound,South East,45-54,Silver,22,Fees too high,Joined on promo
2803,False,Comparison Site,Midlands,35-44,Silver,17,Poor service,No promo
2807,False,Online,North,65+,Classic,1,Poor service,No promo
2810,True,Comparison Site,South East,35-44,Classic,7,Switched provider,Joined on promo
2812,True,Online,North,25-34,Silver,5,Fees too high,Joined on promo
2813,False,Online,South East,25-34,Silver,12,Switched provider,No promo
2814,True,Comparison Site,North,45-54,Silver,7,Fees too high,Joined on promo
2817,False,Referral,North,35-44,Gold,15,Unhappy with perks,No promo
2819,False,Online,Scotland,65+,Classic,22,Fees too high,No promo
2820,True,Online,South East,45-54,Classic,7,Moved abroad,Joined on promo
2823,False,Branch,North,25-34,Gold,12,Switched provider,No promo
2825,False,Outbound,South East,18-24,Silver,3,Unknown,No promo
2833,True,Comparison Site,Midlands,25-34,Classic,2,Fees too high,Joined on promo
2840,False,Referral,Midlands,55-64,Silver,11,Bereavement,No promo
2841,False,Branch,North,35-44,Gold,27,Unknown,No promo
2851,True,Comparison Site,North,45-54,Classic,7,Poor service,Joined on promo
2855,True,Outbound,Midlands,55-64,Classic,11,Fees too high,Joined on promo
2858,True,Outbound,London,18-24,Classic,2,Moved abroad,Joined on promo
2861,True,Online,South East,25-34,Classic,8,Fees too high,Joined on promo
2868,False,Comparison Site,Wales & NI,18-24,Classic,3,Fees too high,No promo
2873,False,Broker/IFA,London,45-54,Gold,19,Switched provider,No promo
2876,True,Comparison Site,London,45-54,Silver,23,Fees too high,Joined on promo
2879,False,Comparison Site,Midlands,55-64,Classic,1,Poor service,No promo
2881,False,Broker/IFA,Midlands,18-24,Gold,7,Poor service,No promo
2882,True,Branch,South East,25-34,Silver,1,Poor service,Joined on promo
2883,False,Comparison Site,South East,55-64,Silver,1,Unknown,No promo
2884,True,Comparison Site,North,45-54,Silver,10,Poor service,Joined on promo
2889,False,Outbound,London,25-34,Silver,3,Unknown,No promo
2891,False,Broker/IFA,Scotland,35-44,Gold,13,Unhappy with perks,No promo
2892,False,Online,North,35-44,Classic,4,Switched provider,No promo
2893,False,Online,Scotland,25-34,Gold,9,Fees too high,No promo
2894,False,Branch,Midlands,45-54,Silver,17,Poor service,No promo
2896,True,Online,London,25-34,Classic,5,Poor service,Joined on promo
2898,True,Comparison Site,North,55-64,Silver,6,Fees too high,Joined on promo
2904,False,Outbound,South East,45-54,Gold,11,Fees too high,No promo
2905,False,Online,London,35-44,Classic,1,Unknown,No promo
2907,True,Online,Wales & NI,18-24,Silver,16,Poor service,Joined on promo
2908,False,Online,North,18-24,Gold,15,Unknown,No promo
2909,False,Branch,South East,35-44,Gold,10,Poor service,No promo
2916,True,Online,Midlands,35-44,Classic,7,Fees too high,Joined on promo
2917,True,Comparison Site,Wales & NI,45-54,Classic,11,Fees too high,Joined on promo
2918,False,Outbound,Scotland,55-64,Gold,3,Unhappy with perks,No promo
2922,False,Comparison Site,Wales & NI,55-64,Classic,2,Bereavement,No promo
2923,False,Comparison Site,North,25-34,Classic,11,Fees too high,No promo
2925,True,Comparison Site,Wales & NI,25-34,Classic,6,Fees too high,Joined on promo
2926,False,Broker/IFA,Wales & NI,35-44,Gold,6,Switched provider,No promo
2933,False,Comparison Site,North,18-24,Classic,24,Switched provider,No promo
2934,True,Comparison Site,Midlands,35-44,Silver,6,Fees too high,Joined on promo
2936,True,Online,Scotland,45-54,Classic,14,Fees too high,Joined on promo
2937,False,Online,Wales & NI,55-64,Classic,2,Poor service,No promo
2938,True,Comparison Site,North,65+,Silver,12,Switched provider,Joined on promo
2939,True,Comparison Site,London,65+,Silver,7,Fees too high,Joined on promo
2940,True,Online,Midlands,55-64,Silver,4,Fees too high,Joined on promo
2941,False,Comparison Site,South East,25-34,Classic,2,Fees too high,No promo
2951,False,Comparison Site,Midlands,55-64,Classic,1,Unknown,No promo
2953,False,Outbound,London,45-54,Gold,1,Unknown,No promo
2955,True,Comparison Site,North,25-34,Classic,1,Unknown,Joined on promo
2960,False,Branch,Midlands,45-54,Gold,17,Fees too high,No promo
2961,False,Comparison Site,Midlands,25-34,Gold,1,Poor service,No promo
2962,False,Comparison Site,North,25-34,Classic,1,Unknown,No promo
2964,True,Outbound,Scotland,25-34,Classic,7,Fees too high,Joined on promo
2966,False,Outbound,Midlands,35-44,Silver,11,Unknown,No promo
2974,True,Comparison Site,London,25-34,Silver,15,Fees too high,Joined on promo
2975,True,Branch,South East,35-44,Classic,1,Fees too high,Joined on promo
2977,False,Branch,North,45-54,Silver,2,Moved abroad,No promo
2981,False,Branch,South East,25-34,Classic,2,Switched provider,No promo
2983,True,Comparison Site,Scotland,18-24,Classic,16,Switched provider,Joined on promo
2984,True,Online,London,65+,Classic,7,Poor service,Joined on promo
2985,False,Branch,South East,25-34,Silver,14,Unhappy with perks,No promo
2988,True,Comparison Site,North,55-64,Classic,8,Fees too high,Joined on promo
2989,False,Online,Midlands,55-64,Classic,4,Poor service,No promo
2990,False,Branch,North,35-44,Classic,25,Poor service,No promo
2994,False,Branch,Midlands,65+,Platinum,21,Fees too high,No promo
2995,False,Online,London,35-44,Silver,18,Unknown,No promo
3000,True,Comparison Site,London,45-54,Silver,7,Poor service,Joined on promo
3002,True,Outbound,London,45-54,Silver,15,Fees too high,Joined on promo
3006,True,Comparison Site,Scotland,45-54,Silver,7,Fees too high,Joined on promo
3012,True,Comparison Site,London,25-34,Gold,25,Unhappy with perks,Joined on promo
3013,True,Comparison Site,London,65+,Classic,4,Fees too high,Joined on promo
3016,False,Online,Midlands,35-44,Classic,4,Switched provider,No promo
3018,False,Online,South East,35-44,Classic,13,Switched provider,No promo
3020,True,Online,North,45-54,Classic,11,Fees too high,Joined on promo
3021,False,Outbound,South East,45-54,Silver,23,Fees too high,No promo
3026,False,Comparison Site,South East,25-34,Silver,2,Fees too high,No promo
3030,True,Referral,North,35-44,Silver,1,Fees too high,Joined on promo
3032,False,Online,South East,55-64,Classic,5,Poor service,No promo
3033,True,Comparison Site,North,65+,Classic,6,Switched provider,Joined on promo
3035,True,Online,North,35-44,Gold,7,Fees too high,Joined on promo
3040,False,Comparison Site,North,35-44,Silver,3,Fees too high,No promo
3041,False,Comparison Site,Scotland,25-34,Classic,9,Switched provider,No promo
3044,False,Branch,London,55-64,Silver,2,Fees too high,No promo
3046,False,Referral,Midlands,25-34,Silver,20,Unhappy with perks,No promo
3047,False,Online,Wales & NI,35-44,Classic,21,Moved abroad,No promo
3051,False,Online,South East,25-34,Silver,8,Unknown,No promo
3053,True,Comparison Site,South East,25-34,Classic,7,Switched provider,Joined on promo
3055,True,Outbound,North,18-24,Classic,4,Unknown,Joined on promo
3056,False,Outbound,London,35-44,Classic,12,Switched provider,No promo
3058,True,Online,London,18-24,Classic,8,Poor service,Joined on promo
3059,True,Comparison Site,South East,25-34,Classic,7,Fees too high,Joined on promo
3067,False,Outbound,London,65+,Gold,15,Unhappy with perks,No promo
3069,False,Comparison Site,North,35-44,Silver,5,Switched provider,No promo
3073,True,Comparison Site,North,25-34,Classic,5,Unknown,Joined on promo
3074,False,Online,London,35-44,Gold,26,Poor service,No promo
3079,True,Online,Scotland,35-44,Classic,12,Fees too high,Joined on promo
3080,True,Online,Midlands,35-44,Gold,8,Fees too high,Joined on promo
3081,False,Outbound,London,25-34,Classic,4,Unknown,No promo
3086,False,Outbound,Midlands,25-34,Classic,4,Moved abroad,No promo
3088,False,Online,South East,25-34,Classic,1,Unknown,No promo
3091,False,Broker/IFA,London,18-24,Platinum,5,Unhappy with perks,No promo
3092,False,Branch,Midlands,45-54,Platinum,11,Unhappy with perks,No promo
3100,True,Comparison Site,Midlands,25-34,Classic,1,Fees too high,Joined on promo
3103,True,Comparison Site,Scotland,65+,Silver,25,Fees too high,Joined on promo
3104,True,Outbound,London,45-54,Classic,14,Bereavement,Joined on promo
3106,False,Online,North,35-44,Gold,1,Switched provider,No promo
3108,True,Comparison Site,London,55-64,Classic,4,Unknown,Joined on promo
3109,False,Referral,Midlands,25-34,Gold,24,Unhappy with perks,No promo
3110,False,Online,Midlands,18-24,Silver,1,Poor service,No promo
3112,False,Referral,South East,25-34,Gold,10,Moved abroad,No promo
3113,True,Comparison Site,London,55-64,Silver,16,Fees too high,Joined on promo
3114,False,Branch,South East,35-44,Gold,25,Poor service,No promo
3117,False,Online,North,45-54,Classic,14,Unknown,No promo
3119,True,Online,Wales & NI,35-44,Silver,12,Switched provider,Joined on promo
3121,False,Comparison Site,London,35-44,Gold,7,Poor service,No promo
3124,True,Broker/IFA,Wales & NI,35-44,Platinum,15,Switched provider,Joined on promo
3125,True,Comparison Site,North,35-44,Gold,7,Switched provider,Joined on promo
3129,True,Comparison Site,Scotland,25-34,Silver,1,Fees too high,Joined on promo
3132,False,Comparison Site,North,35-44,Silver,16,Switched provider,No promo
3136,False,Comparison Site,North,65+,Classic,11,Poor service,No promo
3137,True,Outbound,Midlands,55-64,Classic,2,Fees too high,Joined on promo
3140,True,Comparison Site,North,55-64,Silver,13,Switched provider,Joined on promo
3141,False,Comparison Site,Midlands,25-34,Silver,6,Switched provider,No promo
3144,True,Online,London,35-44,Gold,22,Unhappy with perks,Joined on promo
3146,False,Online,London,25-34,Classic,14,Poor service,No promo
3155,False,Branch,South East,45-54,Platinum,24,Poor service,No promo
3158,True,Comparison Site,North,18-24,Gold,16,Fees too high,Joined on promo
3159,False,Comparison Site,South East,18-24,Silver,4,Poor service,No promo
3160,False,Comparison Site,Midlands,35-44,Classic,13,Poor service,No promo
3161,False,Outbound,London,18-24,Silver,3,Poor service,No promo
3168,True,Comparison Site,Scotland,25-34,Gold,16,Fees too high,Joined on promo
3174,True,Branch,London,35-44,Gold,4,Fees too high,Joined on promo
3176,True,Comparison Site,Midlands,35-44,Classic,19,Fees too high,Joined on promo
3177,False,Online,London,25-34,Silver,4,Poor service,No promo
3180,True,Comparison Site,Wales & NI,25-34,Classic,1,Fees too high,Joined on promo
3183,False,Branch,South East,25-34,Gold,1,Unhappy with perks,No promo
3185,False,Comparison Site,Scotland,35-44,Silver,13,Fees too high,No promo
3189,False,Online,Midlands,45-54,Silver,20,Switched provider,No promo
3190,False,Branch,South East,65+,Silver,20,Unknown,No promo
3191,False,Comparison Site,Wales & NI,45-54,Classic,11,Fees too high,No promo
3192,False,Branch,South East,45-54,Gold,22,Unhappy with perks,No promo
3193,False,Comparison Site,Scotland,35-44,Silver,8,Switched provider,No promo
3195,True,Comparison Site,North,18-24,Classic,4,Fees too high,Joined on promo
3197,True,Comparison Site,Wales & NI,45-54,Classic,7,Fees too high,Joined on promo
3199,False,Online,South East,55-64,Classic,1,Unknown,No promo
3200,False,Online,Midlands,18-24,Platinum,17,Unhappy with perks,No promo
3201,False,Referral,South East,35-44,Silver,6,Switched provider,No promo
3204,False,Branch,London,25-34,Gold,6,Poor service,No promo
3207,True,Comparison Site,London,25-34,Silver,6,Fees too high,Joined on promo
3208,False,Referral,South East,45-54,Silver,11,Poor service,No promo
3212,True,Comparison Site,South East,18-24,Classic,1,Fees too high,Joined on promo
3213,True,Comparison Site,North,25-34,Classic,3,Poor service,Joined on promo
3214,False,Online,Wales & NI,45-54,Silver,20,Unknown,No promo
3217,False,Branch,Midlands,55-64,Classic,21,Bereavement,No promo
3218,False,Branch,Wales & NI,35-44,Classic,4,Unknown,No promo
3221,True,Comparison Site,London,18-24,Silver,6,Bereavement,Joined on promo
3224,True,Comparison Site,London,25-34,Silver,10,Switched provider,Joined on promo
3226,False,Comparison Site,South East,45-54,Classic,15,Fees too high,No promo
3228,False,Comparison Site,London,18-24,Gold,14,Poor service,No promo
3229,False,Outbound,Scotland,35-44,Silver,4,Poor service,No promo
3236,True,Online,Wales & NI,55-64,Gold,7,Poor service,Joined on promo
3240,False,Comparison Site,Midlands,18-24,Silver,16,Fees too high,No promo
3250,True,Comparison Site,North,35-44,Classic,9,Fees too high,Joined on promo
3251,True,Comparison Site,Midlands,35-44,Silver,9,Switched provider,Joined on promo
3254,False,Referral,Midlands,45-54,Classic,20,Unknown,No promo
3258,True,Comparison Site,South East,65+,Silver,13,Fees too high,Joined on promo
3261,False,Online,Midlands,55-64,Classic,3,Switched provider,No promo
3263,False,Referral,South East,45-54,Platinum,23,Poor service,No promo
3270,False,Outbound,Midlands,35-44,Silver,4,Switched provider,No promo
3278,False,Outbound,North,45-54,Silver,3,Unknown,No promo
3279,False,Comparison Site,London,35-44,Classic,7,Unknown,No promo
3280,False,Branch,London,35-44,Silver,3,Poor service,No promo
3282,False,Online,London,65+,Silver,20,Poor service,No promo
3283,False,Outbound,London,45-54,Silver,19,Unknown,No promo
3284,False,Referral,London,55-64,Silver,19,Poor service,No promo
3285,False,Outbound,North,45-54,Gold,12,Unhappy with perks,No promo
3289,False,Online,Midlands,55-64,Classic,1,Moved abroad,No promo
3292,True,Outbound,South East,35-44,Silver,1,Poor service,Joined on promo
3294,True,Comparison Site,North,45-54,Classic,7,Fees too high,Joined on promo
3296,True,Referral,Scotland,35-44,Gold,24,Fees too high,Joined on promo
3298,True,Comparison Site,North,45-54,Classic,2,Poor service,Joined on promo
3301,True,Comparison Site,Midlands,35-44,Classic,13,Fees too high,Joined on promo
3304,True,Comparison Site,South East,65+,Classic,13,Switched provider,Joined on promo
3314,True,Comparison Site,South East,55-64,Silver,1,Fees too high,Joined on promo
3315,False,Referral,Scotland,55-64,Gold,19,Unknown,No promo
3316,True,Online,London,25-34,Silver,1,Fees too high,Joined on promo
3321,True,Branch,Scotland,55-64,Platinum,2,Switched provider,Joined on promo
3326,False,Online,North,65+,Classic,6,Moved abroad,No promo
3327,True,Comparison Site,London,35-44,Silver,1,Fees too high,Joined on promo
3328,False,Online,Midlands,35-44,Silver,20,Moved abroad,No promo
3335,False,Branch,London,65+,Gold,12,Switched provider,No promo
3341,False,Broker/IFA,North,55-64,Gold,2,Moved abroad,No promo
3344,True,Comparison Site,London,55-64,Classic,2,Moved abroad,Joined on promo
3345,True,Comparison Site,London,55-64,Classic,7,Poor service,Joined on promo
3349,False,Comparison Site,North,35-44,Silver,20,Fees too high,No promo
3354,False,Referral,Midlands,18-24,Gold,16,Bereavement,No promo
3355,False,Referral,Scotland,18-24,Silver,12,Fees too high,No promo
3357,True,Branch,London,35-44,Gold,4,Switched provider,Joined on promo
3362,False,Branch,South East,55-64,Platinum,12,Moved abroad,No promo
3364,False,Broker/IFA,Scotland,35-44,Gold,23,Unknown,No promo
3367,False,Branch,Midlands,65+,Classic,14,Poor service,No promo
3370,False,Referral,Scotland,35-44,Classic,7,Bereavement,No promo
3371,True,Comparison Site,South East,45-54,Silver,6,Unknown,Joined on promo
3373,True,Comparison Site,North,45-54,Classic,5,Poor service,Joined on promo
3374,True,Referral,South East,55-64,Classic,13,Unknown,Joined on promo
3377,True,Comparison Site,Midlands,35-44,Classic,9,Switched provider,Joined on promo
3379,False,Online,South East,65+,Gold,6,Switched provider,No promo
3386,True,Outbound,North,45-54,Gold,21,Fees too high,Joined on promo
3387,False,Online,North,35-44,Silver,10,Poor service,No promo
3388,True,Online,London,18-24,Gold,2,Unhappy with perks,Joined on promo
3391,True,Outbound,Scotland,35-44,Platinum,22,Poor service,Joined on promo
3396,False,Branch,Wales & NI,25-34,Classic,24,Poor service,No promo
3397,True,Online,Midlands,25-34,Silver,7,Switched provider,Joined on promo
3399,False,Comparison Site,Midlands,25-34,Silver,3,Fees too high,No promo
3402,True,Comparison Site,Wales & NI,35-44,Classic,1,Fees too high,Joined on promo
3406,False,Referral,North,65+,Classic,14,Poor service,No promo
3409,False,Comparison Site,North,65+,Classic,3,Switched provider,No promo
3411,True,Outbound,Scotland,55-64,Classic,18,Unknown,Joined on promo
3418,False,Online,Wales & NI,55-64,Gold,23,Fees too high,No promo
3422,True,Comparison Site,London,35-44,Classic,2,Fees too high,Joined on promo
3425,True,Online,London,45-54,Silver,1,Poor service,Joined on promo
3427,False,Branch,London,45-54,Silver,16,Poor service,No promo
3428,False,Online,South East,65+,Silver,16,Switched provider,No promo
3429,False,Online,North,35-44,Classic,6,Switched provider,No promo
3430,False,Branch,Scotland,25-34,Classic,4,Switched provider,No promo
3431,False,Comparison Site,London,18-24,Silver,3,Fees too high,No promo
3432,True,Online,South East,25-34,Classic,9,Fees too high,Joined on promo
3438,True,Referral,North,35-44,Gold,8,Unknown,Joined on promo
3444,True,Comparison Site,South East,35-44,Classic,10,Switched provider,Joined on promo
3445,False,Referral,London,25-34,Silver,7,Unknown,No promo
3448,False,Referral,North,55-64,Silver,22,Unknown,No promo
3449,False,Online,Scotland,18-24,Classic,19,Switched provider,No promo
3451,True,Online,London,65+,Silver,1,Fees too high,Joined on promo
3452,True,Comparison Site,North,65+,Classic,20,Fees too high,Joined on promo
3455,False,Branch,London,35-44,Silver,6,Fees too high,No promo
3458,False,Comparison Site,North,45-54,Silver,5,Poor service,No promo
3461,False,Branch,London,25-34,Gold,1,Switched provider,No promo
3462,False,Comparison Site,London,35-44,Gold,17,Unhappy with perks,No promo
3464,False,Outbound,North,65+,Classic,22,Bereavement,No promo
3465,False,Online,Midlands,35-44,Silver,3,Moved abroad,No promo
3472,True,Comparison Site,London,65+,Classic,16,Switched provider,Joined on promo
3473,True,Comparison Site,London,45-54,Classic,1,Poor service,Joined on promo
3474,False,Branch,North,18-24,Silver,6,Poor service,No promo
3475,False,Online,London,18-24,Platinum,18,Unhappy with perks,No promo
3480,False,Online,South East,35-44,Silver,9,Unknown,No promo
3481,False,Broker/IFA,South East,55-64,Gold,22,Switched provider,No promo
3483,True,Outbound,North,25-34,Silver,7,Fees too high,Joined on promo
3485,False,Comparison Site,London,25-34,Classic,6,Poor service,No promo
3487,False,Online,Midlands,35-44,Classic,20,Poor service,No promo
3488,False,Outbound,North,25-34,Gold,16,Switched provider,No promo
3490,True,Branch,Wales & NI,45-54,Silver,24,Moved abroad,Joined on promo
3495,False,Branch,North,35-44,Classic,8,Poor service,No promo
3502,False,Comparison Site,Midlands,55-64,Silver,4,Poor service,No promo
3503,True,Comparison Site,Midlands,25-34,Classic,6,Poor service,Joined on promo
3504,False,Branch,North,25-34,Gold,1,Unhappy with perks,No promo
3505,False,Referral,Midlands,35-44,Silver,2,Switched provider,No promo
3506,False,Referral,Wales & NI,65+,Classic,12,Fees too high,No promo
3507,False,Comparison Site,South East,45-54,Gold,20,Unknown,No promo
3518,True,Outbound,London,35-44,Silver,20,Unhappy with perks,Joined on promo
3526,False,Referral,North,25-34,Silver,22,Moved abroad,No promo
3528,True,Comparison Site,London,55-64,Silver,8,Bereavement,Joined on promo
3532,False,Online,Scotland,35-44,Silver,7,Poor service,No promo
3534,True,Outbound,Scotland,25-34,Classic,23,Fees too high,Joined on promo
3535,True,Comparison Site,North,65+,Silver,3,Fees too high,Joined on promo
3536,False,Online,North,25-34,Platinum,23,Poor service,No promo
3537,False,Branch,London,35-44,Gold,9,Switched provider,No promo
3541,True,Online,North,35-44,Classic,7,Fees too high,Joined on promo
3542,False,Referral,South East,45-54,Silver,2,Bereavement,No promo
3543,False,Comparison Site,South East,45-54,Classic,11,Fees too high,No promo
3544,True,Comparison Site,North,45-54,Silver,6,Fees too high,Joined on promo
3547,True,Comparison Site,Wales & NI,35-44,Classic,15,Fees too high,Joined on promo
3550,False,Comparison Site,South East,65+,Classic,4,Fees too high,No promo
3552,True,Online,South East,25-34,Silver,2,Switched provider,Joined on promo
3554,False,Online,Wales & NI,18-24,Silver,2,Poor service,No promo
3558,True,Comparison Site,South East,55-64,Silver,2,Fees too high,Joined on promo
3563,False,Comparison Site,London,65+,Gold,1,Fees too high,No promo
3567,True,Comparison Site,North,35-44,Silver,7,Unknown,Joined on promo
3568,True,Outbound,Midlands,45-54,Classic,1,Fees too high,Joined on promo
3570,True,Comparison Site,North,35-44,Gold,9,Poor service,Joined on promo
3574,False,Online,Scotland,55-64,Classic,4,Switched provider,No promo
3576,True,Comparison Site,Wales & NI,55-64,Silver,8,Fees too high,Joined on promo
3578,False,Referral,Midlands,25-34,Gold,16,Moved abroad,No promo
3584,True,Comparison Site,Wales & NI,18-24,Silver,2,Fees too high,Joined on promo
3585,True,Outbound,North,18-24,Silver,5,Fees too high,Joined on promo
3586,False,Branch,Scotland,25-34,Classic,4,Moved abroad,No promo
3589,True,Comparison Site,Scotland,25-34,Classic,8,Poor service,Joined on promo
3590,True,Comparison Site,South East,55-64,Classic,7,Switched provider,Joined on promo
3601,False,Online,London,35-44,Classic,9,Poor service,No promo
3602,True,Outbound,Scotland,25-34,Classic,7,Fees too high,Joined on promo
3604,True,Comparison Site,Midlands,25-34,Silver,21,Fees too high,Joined on promo
3608,False,Outbound,Scotland,35-44,Classic,9,Unknown,No promo
3612,True,Outbound,Scotland,35-44,Classic,10,Fees too high,Joined on promo
3613,True,Broker/IFA,London,45-54,Silver,17,Fees too high,Joined on promo
3615,True,Outbound,London,65+,Classic,14,Fees too high,Joined on promo
3619,True,Comparison Site,Scotland,45-54,Classic,12,Fees too high,Joined on promo
3623,True,Branch,North,35-44,Gold,2,Fees too high,Joined on promo
3625,False,Comparison Site,London,55-64,Platinum,13,Switched provider,No promo
3626,True,Comparison Site,South East,35-44,Classic,10,Fees too high,Joined on promo
3627,False,Comparison Site,North,25-34,Classic,17,Unknown,No promo
3629,False,Outbound,North,18-24,Silver,12,Fees too high,No promo
3633,True,Online,North,45-54,Silver,21,Fees too high,Joined on promo
3638,True,Comparison Site,North,35-44,Classic,2,Fees too high,Joined on promo
3639,False,Comparison Site,London,35-44,Classic,1,Poor service,No promo
3642,True,Comparison Site,North,35-44,Silver,24,Moved abroad,Joined on promo
3643,False,Referral,South East,35-44,Gold,2,Unhappy with perks,No promo
3646,False,Referral,London,18-24,Silver,6,Poor service,No promo
3649,False,Comparison Site,Wales & NI,25-34,Silver,11,Fees too high,No promo
3652,True,Comparison Site,South East,45-54,Classic,2,Poor service,Joined on promo
3654,False,Online,South East,55-64,Silver,11,Unknown,No promo
3655,True,Outbound,Scotland,25-34,Silver,20,Fees too high,Joined on promo
3659,True,Comparison Site,Scotland,35-44,Classic,8,Fees too high,Joined on promo
3660,False,Branch,South East,25-34,Classic,18,Poor service,No promo
3661,True,Comparison Site,South East,35-44,Silver,5,Switched provider,Joined on promo
3664,False,Comparison Site,South East,45-54,Gold,17,Switched provider,No promo
3665,True,Comparison Site,North,55-64,Classic,4,Fees too high,Joined on promo
3666,True,Outbound,London,55-64,Classic,11,Fees too high,Joined on promo
3669,True,Comparison Site,London,18-24,Classic,4,Fees too high,Joined on promo
3670,True,Comparison Site,Midlands,35-44,Gold,20,Fees too high,Joined on promo
3675,False,Online,Wales & NI,35-44,Classic,21,Poor service,No promo
3678,False,Online,North,35-44,Classic,9,Switched provider,No promo
3680,True,Comparison Site,London,25-34,Classic,1,Fees too high,Joined on promo
3682,False,Online,Midlands,25-34,Gold,3,Poor service,No promo
3684,True,Comparison Site,Midlands,25-34,Silver,5,Fees too high,Joined on promo
3685,False,Online,South East,25-34,Classic,22,Poor service,No promo
3691,False,Online,South East,35-44,Gold,1,Poor service,No promo
3692,False,Referral,South East,18-24,Silver,17,Switched provider,No promo
3695,False,Branch,Midlands,35-44,Gold,9,Fees too high,No promo
3697,True,Comparison Site,London,55-64,Classic,1,Bereavement,Joined on promo
3702,True,Referral,London,25-34,Classic,7,Fees too high,Joined on promo
3703,True,Online,London,65+,Silver,20,Unhappy with perks,Joined on promo
3705,False,Online,Midlands,25-34,Classic,12,Switched provider,No promo
3706,False,Branch,North,18-24,Classic,2,Unknown,No promo
